Region,Data_Date,Month_Day_MonthName,Month,Campaign,Clicks,Impr,Unique Impr,Current_Code,Cost,Click_Conversions,View_Conversion,CPC,CPA,Channel,Funnel_Stage
California,2025-04-09,09 - 09 - April,April 2025,[SG] California | BOF | Web RT,4,2561,186,USD,16.18,0,0,4.045,0,Slynd DTC Display StackAapt,BOF
Ohio,2025-04-09,09 - 09 - April,April 2025,[SG] DTP |  Ohio | TOF,0,368,32,USD,14.26,0,0,0,0,Slynd DTP Display StackAapt,TOF
Oklahoma,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | Oklahoma | TOF,0,210,5,USD,7.97,0,0,0,0,Slynd DTP Display StackAapt,TOF
Texas,2025-04-09,09 - 09 - April,April 2025,[SG] DTP |  Texas | TOF,1,228,24,USD,9.05,0,0,9.05,0,Slynd DTP Display StackAapt,TOF
South Carolina,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,1,235,26,USD,3.46,0,0,3.46,0,Slynd DTC Video StackAapt,BOF
Missouri,2025-04-09,09 - 09 - April,April 2025,[SG] Missouri | BOF | Web RT,0,875,117,USD,12.86,0,0,0,0,Slynd DTC Video StackAapt,BOF
Texas,2025-04-09,09 - 09 - April,April 2025,[SG] DTC Focused | BOF | Web RT,0,702,151,USD,10.34,0,0,0,0,Slynd DTC Video StackAapt,BOF
Connecticut,2025-04-09,09 - 09 - April,April 2025,[SG] Connecticut | BOF | Web RT,2,2994,206,USD,18.83,0,0,9.415,0,Slynd DTC Display StackAapt,BOF
Ohio,2025-04-09,09 - 09 - April,April 2025,[SG] Ohio | BOF | Web RT,2,3899,323,USD,24.21,0,0,12.105,0,Slynd DTC Display StackAapt,BOF
Pennsylvania,2025-04-09,09 - 09 - April,April 2025,[SG] Pennsylvania | TOF,4,2712,1175,USD,15.33,0,0,3.8325,0,Slynd DTC Display StackAapt,TOF
Pennsylvania,2025-04-09,09 - 09 - April,April 2025,[SG] Pennsylvania | BOF | Web RT,1,1999,184,USD,12.51,0,0,12.51,0,Slynd DTC Display StackAapt,BOF
Ohio,2025-04-09,09 - 09 - April,April 2025,[SG] Ohio | BOF | Web RT,0,654,131,USD,9.71,0,0,0,0,Slynd DTC Video StackAapt,BOF
Arizona,2025-04-09,09 - 09 - April,April 2025,[SG] Arizona | TOF,8,5847,2167,USD,39.67,0,0,4.95875,0,Slynd DTC Display StackAapt,TOF
Kentucky,2025-04-09,09 - 09 - April,April 2025,[SG] DTP |  Kentucky | TOF,0,592,25,USD,22,0,0,0,0,Slynd DTP Display StackAapt,TOF
Maine,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Focused | TOF,0,30,16,USD,0.44,0,0,0,0,Slynd DTC Video StackAapt,TOF
Arizona,2025-04-09,09 - 09 - April,April 2025,[SG] Arizona | TOF,0,1630,443,USD,24.02,0,0,0,0,Slynd DTC Video StackAapt,TOF
California,2025-04-09,09 - 09 - April,April 2025,[SG] California | TOF,4,3357,2236,USD,20.39,0,0,5.0975,0,Slynd DTC Display StackAapt,TOF
Kansas,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | Kansas | TOF,0,164,10,USD,6.17,0,0,0,0,Slynd DTP Display StackAapt,TOF
South Dakota,2025-04-09,09 - 09 - April,April 2025,[SG] South Dakota | TOF,1,1163,424,USD,7.75,0,0,7.75,0,Slynd DTC Display StackAapt,TOF
Florida,2025-04-09,09 - 09 - April,April 2025,[SG] DTP |  Florida | TOF,0,406,60,USD,15.87,0,0,0,0,Slynd DTP Display StackAapt,TOF
Colorado,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Skewed | TOF,0,402,91,USD,5.9,0,0,0,0,Slynd DTC Video StackAapt,TOF
Delaware,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | Delaware | TOF,0,11,1,USD,0.38,0,0,0,0,Slynd DTP Display StackAapt,TOF
South Carolina,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Skewed | TOF,0,289,57,USD,4.19,0,0,0,0,Slynd DTC Video StackAapt,TOF
New Jersey,2025-04-09,09 - 09 - April,April 2025,[SG] New Jersey | BOF | Web RT,3,14604,951,USD,90.37,0,0,30.12333333,0,Slynd DTC Display StackAapt,BOF
Tennessee,2025-04-09,09 - 09 - April,April 2025,[SG] DTP |  Tennessee | TOF,2,309,19,USD,11.79,0,0,5.895,0,Slynd DTP Display StackAapt,TOF
Maine,2025-04-09,09 - 09 - April,April 2025,[SG] Maine | BOF | Web RT,1,884,51,USD,7.31,0,0,7.31,0,Slynd DTC Display StackAapt,BOF
Texas,2025-04-09,09 - 09 - April,April 2025,[SG] DTC Focused | TOF,0,1690,386,USD,24.58,0,0,0,0,Slynd DTC Video StackAapt,TOF
South Dakota,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,16,7,USD,0.24,0,0,0,0,Slynd DTC Video StackAapt,BOF
Kentucky,2025-04-09,09 - 09 - April,April 2025,[SG] Kentucky | TOF,1,2440,710,USD,35.91,0,0,35.91,0,Slynd DTC Video StackAapt,TOF
Massachusetts,2025-04-09,09 - 09 - April,April 2025,[SG] Massachusetts | BOF | Web RT,2,1668,174,USD,10.67,0,0,5.335,0,Slynd DTC Display StackAapt,BOF
New Jersey,2025-04-09,09 - 09 - April,April 2025,[SG] New Jersey | TOF,17,15059,5271,USD,87.66,0,0,5.156470588,0,Slynd DTC Display StackAapt,TOF
Maine,2025-04-09,09 - 09 - April,April 2025,[SG] Maine | TOF,1,1139,303,USD,7.66,0,0,7.66,0,Slynd DTC Display StackAapt,TOF
Iowa,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | Iowa | TOF,0,109,8,USD,4.05,0,0,0,0,Slynd DTP Display StackAapt,TOF
New Jersey,2025-04-09,09 - 09 - April,April 2025,[SG] New Jersey | TOF,2,4164,1225,USD,61.3,0,0,30.65,0,Slynd DTC Video StackAapt,TOF
Washington,2025-04-09,09 - 09 - April,April 2025,[SG] Washington | BOF | Web RT,0,2427,129,USD,15.12,0,0,0,0,Slynd DTC Display StackAapt,BOF
New York,2025-04-09,09 - 09 - April,April 2025,[SG] New York | TOF,7,7630,4025,USD,44.07,0,0,6.295714286,0,Slynd DTC Display StackAapt,TOF
Kentucky,2025-04-09,09 - 09 - April,April 2025,[SG] Kentucky | BOF | Web RT,5,7163,660,USD,59.88,0,0,11.976,0,Slynd DTC Display StackAapt,BOF
Arizona,2025-04-09,09 - 09 - April,April 2025,[SG] DTP |  Arizona | TOF,0,271,30,USD,10.22,0,0,0,0,Slynd DTP Display StackAapt,TOF
Iowa,2025-04-09,09 - 09 - April,April 2025,[SG] Iowa | TOF,3,1334,576,USD,7.65,0,0,2.55,0,Slynd DTC Display StackAapt,TOF
Missouri,2025-04-09,09 - 09 - April,April 2025,[SG] DTP |  Missouri | TOF,2,547,38,USD,20.81,0,0,10.405,0,Slynd DTP Display StackAapt,TOF
Pennsylvania,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Focused | TOF,0,461,194,USD,6.75,0,0,0,0,Slynd DTC Video StackAapt,TOF
Washington,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | Washington | TOF,1,672,17,USD,24.76,0,0,24.76,0,Slynd DTP Display StackAapt,TOF
Pennsylvania,2025-04-09,09 - 09 - April,April 2025,[SG] DTP |  Pennsylvania | TOF,0,805,53,USD,30.55,0,0,0,0,Slynd DTP Display StackAapt,TOF
Massachusetts,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,124,29,USD,1.83,0,0,0,0,Slynd DTC Video StackAapt,BOF
Louisiana,2025-04-09,09 - 09 - April,April 2025,[SG] Louisiana | TOF,3,2995,886,USD,17.63,0,0,5.876666667,0,Slynd DTC Display StackAapt,TOF
Nebraska,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | Nebraska | TOF,0,180,11,USD,6.69,0,0,0,0,Slynd DTP Display StackAapt,TOF
Washington,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Skewed | TOF,0,665,129,USD,9.67,0,0,0,0,Slynd DTC Video StackAapt,TOF
Maryland,2025-04-09,09 - 09 - April,April 2025,[SG] Maryland | TOF,1,1983,716,USD,11.85,0,0,11.85,0,Slynd DTC Display StackAapt,TOF
Connecticut,2025-04-09,09 - 09 - April,April 2025,[SG] Connecticut | TOF,2,3015,1284,USD,17.68,0,0,8.84,0,Slynd DTC Display StackAapt,TOF
Delaware,2025-04-09,09 - 09 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,0,65,12,USD,0.93,0,0,0,0,Slynd DTC Video StackAapt,BOF
Delaware,2025-04-09,09 - 09 - April,April 2025,[SG] Delaware | TOF,1,2765,924,USD,17.45,0,0,17.45,0,Slynd DTC Display StackAapt,TOF
Massachusetts,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Focused | TOF,0,210,85,USD,3.07,0,0,0,0,Slynd DTC Video StackAapt,TOF
Texas,2025-04-09,09 - 09 - April,April 2025,[SG] Texas | BOF | Web RT,3,5716,368,USD,36.01,0,0,12.00333333,0,Slynd DTC Display StackAapt,BOF
Colorado,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | Colorado | TOF,0,204,15,USD,7.57,0,0,0,0,Slynd DTP Display StackAapt,TOF
Virginia,2025-04-09,09 - 09 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,0,625,78,USD,9.21,0,0,0,0,Slynd DTC Video StackAapt,BOF
Missouri,2025-04-09,09 - 09 - April,April 2025,[SG] Missouri | BOF | Web RT,6,6185,548,USD,51.82,0,0,8.636666667,0,Slynd DTC Display StackAapt,BOF
Maryland,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | Maryland | TOF,0,222,19,USD,8.38,0,0,0,0,Slynd DTP Display StackAapt,TOF
Kentucky,2025-04-09,09 - 09 - April,April 2025,[SG] Kentucky | BOF | Web RT,1,1034,178,USD,15.28,0,0,15.28,0,Slynd DTC Video StackAapt,BOF
Kentucky,2025-04-09,09 - 09 - April,April 2025,[SG] Kentucky | TOF,11,7698,2414,USD,59.68,0,0,5.425454545,0,Slynd DTC Display StackAapt,TOF
Illinois,2025-04-09,09 - 09 - April,April 2025,[SG] Illinois | TOF,1,1428,548,USD,20.9,0,0,20.9,0,Slynd DTC Video StackAapt,TOF
Iowa,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Focused | TOF,0,60,24,USD,0.89,0,0,0,0,Slynd DTC Video StackAapt,TOF
New Jersey,2025-04-09,09 - 09 - April,April 2025,[SG] New Jersey | BOF | Web RT,2,1680,197,USD,24.68,0,0,12.34,0,Slynd DTC Video StackAapt,BOF
Illinois,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | Illinois | TOF,1,1354,69,USD,50.74,0,0,50.74,0,Slynd DTP Display StackAapt,TOF
Florida,2025-04-09,09 - 09 - April,April 2025,[SG] Florida | TOF,22,13093,5905,USD,78.69,0,0,3.576818182,0,Slynd DTC Display StackAapt,TOF
Texas,2025-04-09,09 - 09 - April,April 2025,[SG] Texas | TOF,4,5842,2219,USD,35.04,0,0,8.76,0,Slynd DTC Display StackAapt,TOF
Louisiana,2025-04-09,09 - 09 - April,April 2025,[SG] Louisiana | BOF | Web RT,3,2706,192,USD,17.08,0,0,5.693333333,0,Slynd DTC Display StackAapt,BOF
Arkansas,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | Arkansas | TOF,0,169,10,USD,6.19,0,0,0,0,Slynd DTP Display StackAapt,TOF
California,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Focused | BOF | Web RT,1,397,76,USD,5.9,0,0,5.9,0,Slynd DTC Video StackAapt,BOF
Florida,2025-04-09,09 - 09 - April,April 2025,[SG] Florida | BOF | Web RT,10,9634,1020,USD,55.47,0,0,5.547,0,Slynd DTC Display StackAapt,BOF
Indiana,2025-04-09,09 - 09 - April,April 2025,[SG] DTP |  Indiana | TOF,0,177,22,USD,6.95,0,0,0,0,Slynd DTP Display StackAapt,TOF
Connecticut,2025-04-09,09 - 09 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,0,105,23,USD,1.52,0,0,0,0,Slynd DTC Video StackAapt,BOF
New York,2025-04-09,09 - 09 - April,April 2025,[SG] New York | TOF,1,1630,655,USD,23.8,0,0,23.8,0,Slynd DTC Video StackAapt,TOF
Washington,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,81,34,USD,1.19,0,0,0,0,Slynd DTC Video StackAapt,BOF
North Carolina,2025-04-09,09 - 09 - April,April 2025,[SG] North Carolina | TOF,1,2624,1325,USD,15.79,0,0,15.79,0,Slynd DTC Display StackAapt,TOF
Arkansas,2025-04-09,09 - 09 - April,April 2025,[SG] DTC Focused | BOF | Web RT,0,173,33,USD,2.55,0,0,0,0,Slynd DTC Video StackAapt,BOF
California,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Focused | TOF,1,1101,366,USD,16.09,0,0,16.09,0,Slynd DTC Video StackAapt,TOF
Missouri,2025-04-09,09 - 09 - April,April 2025,[SG] Missouri | TOF,0,2347,589,USD,34.53,0,0,0,0,Slynd DTC Video StackAapt,TOF
Louisiana,2025-04-09,09 - 09 - April,April 2025,[SG] DTC Skewed | TOF,0,479,151,USD,7.02,0,0,0,0,Slynd DTC Video StackAapt,TOF
Kansas,2025-04-09,09 - 09 - April,April 2025,[SG] Kansas | TOF,2,1766,611,USD,11.87,0,0,5.935,0,Slynd DTC Display StackAapt,TOF
Georgia,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | Georgia | TOF,0,205,19,USD,7.82,0,0,0,0,Slynd DTP Display StackAapt,TOF
Nebraska,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Skewed | TOF,0,149,28,USD,2.19,0,0,0,0,Slynd DTC Video StackAapt,TOF
New Jersey,2025-04-09,09 - 09 - April,April 2025,[SG] DTP |  New Jersey | TOF,1,1111,16,USD,42.44,0,0,42.44,0,Slynd DTP Display StackAapt,TOF
North Carolina,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Skewed | TOF,1,583,151,USD,8.47,0,0,8.47,0,Slynd DTC Video StackAapt,TOF
Louisiana,2025-04-09,09 - 09 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,0,142,24,USD,2.08,0,0,0,0,Slynd DTC Video StackAapt,BOF
Indiana,2025-04-09,09 - 09 - April,April 2025,[SG] Indiana | BOF | Web RT,0,5615,356,USD,35.81,0,0,0,0,Slynd DTC Display StackAapt,BOF
Nebraska,2025-04-09,09 - 09 - April,April 2025,[SG] Nebraska | TOF,0,2644,954,USD,15.81,0,0,0,0,Slynd DTC Display StackAapt,TOF
Arkansas,2025-04-09,09 - 09 - April,April 2025,[SG] Arkansas | TOF,6,4241,1422,USD,28.24,0,0,4.706666667,0,Slynd DTC Display StackAapt,TOF
North Carolina,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | North Carolina | TOF,0,236,23,USD,9.17,0,0,0,0,Slynd DTP Display StackAapt,TOF
Arizona,2025-04-09,09 - 09 - April,April 2025,[SG] Arizona | BOF | Web RT,1,598,127,USD,8.78,0,0,8.78,0,Slynd DTC Video StackAapt,BOF
Ohio,2025-04-09,09 - 09 - April,April 2025,[SG] Ohio | TOF,5,5560,1847,USD,32.91,0,0,6.582,0,Slynd DTC Display StackAapt,TOF
Massachusetts,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | Massachusetts | TOF,0,662,28,USD,25.68,0,0,0,0,Slynd DTP Display StackAapt,TOF
Oklahoma,2025-04-09,09 - 09 - April,April 2025,[SG] Oklahoma | TOF,2,2943,801,USD,17.64,0,0,8.82,0,Slynd DTC Display StackAapt,TOF
Ohio,2025-04-09,09 - 09 - April,April 2025,[SG] Ohio | TOF,0,1243,329,USD,18.14,0,0,0,0,Slynd DTC Video StackAapt,TOF
Maryland,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,68,21,USD,1.01,0,0,0,0,Slynd DTC Video StackAapt,BOF
Maryland,2025-04-09,09 - 09 - April,April 2025,[SG] Maryland | BOF | Web RT,0,1823,135,USD,11.48,0,0,0,0,Slynd DTC Display StackAapt,BOF
Kansas,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Skewed | TOF,0,148,43,USD,2.13,0,0,0,0,Slynd DTC Video StackAapt,TOF
Washington,2025-04-09,09 - 09 - April,April 2025,[SG] Washington | TOF,5,3310,1183,USD,19.73,0,0,3.946,0,Slynd DTC Display StackAapt,TOF
Arizona,2025-04-09,09 - 09 - April,April 2025,[SG] Arizona | BOF | Web RT,4,3997,458,USD,32.93,0,0,8.2325,0,Slynd DTC Display StackAapt,BOF
Louisiana,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | Louisiana | TOF,0,127,18,USD,4.82,0,0,0,0,Slynd DTP Display StackAapt,TOF
Colorado,2025-04-09,09 - 09 - April,April 2025,[SG] Colorado | BOF | Web RT,2,1912,138,USD,12.16,0,0,6.08,0,Slynd DTC Display StackAapt,BOF
Virginia,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | Virginia | TOF,0,254,19,USD,9.7,0,0,0,0,Slynd DTP Display StackAapt,TOF
Indiana,2025-04-09,09 - 09 - April,April 2025,[SG] DTC Skewed | TOF,0,927,301,USD,13.6,0,0,0,0,Slynd DTC Video StackAapt,TOF
Indiana,2025-04-09,09 - 09 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,2,761,92,USD,11.18,0,0,5.59,0,Slynd DTC Video StackAapt,BOF
Virginia,2025-04-09,09 - 09 - April,April 2025,[SG] DTC Skewed | TOF,0,1300,419,USD,19.01,0,0,0,0,Slynd DTC Video StackAapt,TOF
North Carolina,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,558,53,USD,8.24,0,0,0,0,Slynd DTC Video StackAapt,BOF
New York,2025-04-09,09 - 09 - April,April 2025,[SG] New York | BOF | Web RT,6,18116,919,USD,37.12,1,0,6.186666667,0,Slynd DTC Display StackAapt,BOF
South Carolina,2025-04-09,09 - 09 - April,April 2025,[SG] South Carolina | BOF | Web RT,2,3734,184,USD,23.59,0,0,11.795,0,Slynd DTC Display StackAapt,BOF
Virginia,2025-04-09,09 - 09 - April,April 2025,[SG] Virginia | BOF | Web RT,0,1413,136,USD,8.81,0,0,0,0,Slynd DTC Display StackAapt,BOF
Oklahoma,2025-04-09,09 - 09 - April,April 2025,[SG] Oklahoma | BOF | Web RT,2,2025,118,USD,12.86,0,0,6.43,0,Slynd DTC Display StackAapt,BOF
Massachusetts,2025-04-09,09 - 09 - April,April 2025,[SG] Massachusetts | TOF,0,1760,899,USD,10.23,0,0,0,0,Slynd DTC Display StackAapt,TOF
Connecticut,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | Connecticut | TOF,0,134,7,USD,5.07,0,0,0,0,Slynd DTP Display StackAapt,TOF
Kansas,2025-04-09,09 - 09 - April,April 2025,[SG] Kansas | BOF | Web RT,0,1730,141,USD,10.93,0,0,0,0,Slynd DTC Display StackAapt,BOF
Georgia,2025-04-09,09 - 09 - April,April 2025,[SG] Georgia | BOF | Web RT,0,1870,169,USD,11.72,0,0,0,0,Slynd DTC Display StackAapt,BOF
Arkansas,2025-04-09,09 - 09 - April,April 2025,[SG] DTC Focused | TOF,0,290,78,USD,4.26,0,0,0,0,Slynd DTC Video StackAapt,TOF
New York,2025-04-09,09 - 09 - April,April 2025,[SG] New York | BOF | Web RT,0,781,110,USD,11.51,0,0,0,0,Slynd DTC Video StackAapt,BOF
Florida,2025-04-09,09 - 09 - April,April 2025,[SG] Florida | BOF | Web RT,4,1717,322,USD,25.33,0,0,6.3325,0,Slynd DTC Video StackAapt,BOF
Oklahoma,2025-04-09,09 - 09 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,0,125,38,USD,1.83,0,0,0,0,Slynd DTC Video StackAapt,BOF
North Carolina,2025-04-09,09 - 09 - April,April 2025,[SG] North Carolina | BOF | Web RT,0,2535,170,USD,16.31,0,0,0,0,Slynd DTC Display StackAapt,BOF
South Dakota,2025-04-09,09 - 09 - April,April 2025,[SG] South Dakota | BOF | Web RT,0,397,54,USD,3.18,0,0,0,0,Slynd DTC Display StackAapt,BOF
Nebraska,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,41,12,USD,0.61,0,0,0,0,Slynd DTC Video StackAapt,BOF
Illinois,2025-04-09,09 - 09 - April,April 2025,[SG] Illinois | BOF | Web RT,0,406,33,USD,5.99,0,0,0,0,Slynd DTC Video StackAapt,BOF
California,2025-04-09,09 - 09 - April,April 2025,[SG] DTP |  California | TOF,2,987,66,USD,38.18,0,0,19.09,0,Slynd DTP Display StackAapt,TOF
Arkansas,2025-04-09,09 - 09 - April,April 2025,[SG] Arkansas | BOF | Web RT,1,2906,226,USD,24.45,0,0,24.45,0,Slynd DTC Display StackAapt,BOF
Tennessee,2025-04-09,09 - 09 - April,April 2025,[SG] Tennessee | TOF,5,6872,2923,USD,39.46,0,0,7.892,0,Slynd DTC Display StackAapt,TOF
Illinois,2025-04-09,09 - 09 - April,April 2025,[SG] Illinois | BOF | Web RT,1,6461,394,USD,40.02,0,0,40.02,0,Slynd DTC Display StackAapt,BOF
Oklahoma,2025-04-09,09 - 09 - April,April 2025,[SG] DTC Skewed | TOF,0,589,172,USD,8.64,0,0,0,0,Slynd DTC Video StackAapt,TOF
Georgia,2025-04-09,09 - 09 - April,April 2025,[SG] Georgia | TOF,2,1950,1102,USD,11.86,0,0,5.93,0,Slynd DTC Display StackAapt,TOF
Missouri,2025-04-09,09 - 09 - April,April 2025,[SG] Missouri | TOF,6,7370,2640,USD,49.7,0,0,8.283333333,0,Slynd DTC Display StackAapt,TOF
Illinois,2025-04-09,09 - 09 - April,April 2025,[SG] Illinois | TOF,8,6671,3185,USD,38.82,0,0,4.8525,0,Slynd DTC Display StackAapt,TOF
Indiana,2025-04-09,09 - 09 - April,April 2025,[SG] Indiana | TOF,5,5932,1636,USD,35.05,0,0,7.01,0,Slynd DTC Display StackAapt,TOF
Maine,2025-04-09,09 - 09 - April,April 2025,[SG] DTP | Maine | TOF,0,45,4,USD,1.72,0,0,0,0,Slynd DTP Display StackAapt,TOF
Maine,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,71,5,USD,1.06,0,0,0,0,Slynd DTC Video StackAapt,BOF
Connecticut,2025-04-09,09 - 09 - April,April 2025,[SG] DTC Skewed | TOF,0,469,176,USD,6.86,0,0,0,0,Slynd DTC Video StackAapt,TOF
Maryland,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Skewed | TOF,0,408,104,USD,5.96,0,0,0,0,Slynd DTC Video StackAapt,TOF
Florida,2025-04-09,09 - 09 - April,April 2025,[SG] Florida | TOF,2,3386,856,USD,49.75,0,0,24.875,0,Slynd DTC Video StackAapt,TOF
Kansas,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,21,7,USD,0.31,0,0,0,0,Slynd DTC Video StackAapt,BOF
Georgia,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,1,201,41,USD,2.95,0,0,2.95,0,Slynd DTC Video StackAapt,BOF
Pennsylvania,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,201,48,USD,3,0,0,0,0,Slynd DTC Video StackAapt,BOF
Tennessee,2025-04-09,09 - 09 - April,April 2025,[SG] Tennessee | BOF | Web RT,2,357,79,USD,5.32,0,0,2.66,0,Slynd DTC Video StackAapt,BOF
Georgia,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Skewed | TOF,0,558,121,USD,8.05,0,0,0,0,Slynd DTC Video StackAapt,TOF
New York,2025-04-09,09 - 09 - April,April 2025,[SG] DTP |  New York | TOF,0,1625,68,USD,61.59,0,0,0,0,Slynd DTP Display StackAapt,TOF
Tennessee,2025-04-09,09 - 09 - April,April 2025,[SG] Tennessee | TOF,0,1834,509,USD,26.96,0,0,0,0,Slynd DTC Video StackAapt,TOF
Iowa,2025-04-09,09 - 09 - April,April 2025,[SG] DTP Focused | BOF | Web RT,0,30,11,USD,0.45,0,0,0,0,Slynd DTC Video StackAapt,BOF
South Carolina,2025-04-09,09 - 09 - April,April 2025,[SG] South Carolina | TOF,6,4011,1669,USD,23.8,0,0,3.966666667,0,Slynd DTC Display StackAapt,TOF
Delaware,2025-04-09,09 - 09 - April,April 2025,[SG] Delaware | BOF | Web RT,1,1788,173,USD,14.12,0,0,14.12,0,Slynd DTC Display StackAapt,BOF
Tennessee,2025-04-09,09 - 09 - April,April 2025,[SG] Tennessee | BOF | Web RT,2,4827,321,USD,30.08,0,0,15.04,0,Slynd DTC Display StackAapt,BOF
South Carolina,2025-04-09,09 - 09 - April,April 2025,[SG] DTP |  South Carolina | TOF,1,837,51,USD,31.79,0,0,31.79,0,Slynd DTP Display StackAapt,TOF
Indiana,2025-04-10,10 - 10 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,0,613,87,USD,9.01,0,0,0,0,Slynd DTC Video StackAapt,BOF
Ohio,2025-04-10,10 - 10 - April,April 2025,[SG] DTP |  Ohio | TOF,1,388,27,USD,14.5,0,0,14.5,0,Slynd DTP Display StackAapt,TOF
North Carolina,2025-04-10,10 - 10 - April,April 2025,[SG] North Carolina | BOF | Web RT,3,2406,180,USD,16.01,0,0,5.336666667,0,Slynd DTC Display StackAapt,BOF
Maryland,2025-04-10,10 - 10 - April,April 2025,[SG] Maryland | TOF,3,2306,811,USD,11.85,0,0,3.95,0,Slynd DTC Display StackAapt,TOF
South Carolina,2025-04-10,10 - 10 - April,April 2025,[SG] DTP Skewed | TOF,0,251,84,USD,3.68,0,0,0,0,Slynd DTC Video StackAapt,TOF
Ohio,2025-04-10,10 - 10 - April,April 2025,[SG] Ohio | TOF,1,1570,435,USD,23.08,0,0,23.08,0,Slynd DTC Video StackAapt,TOF
Virginia,2025-04-10,10 - 10 - April,April 2025,[SG] Virginia | TOF,1,2227,766,USD,11.61,0,0,11.61,0,Slynd DTC Display StackAapt,TOF
South Dakota,2025-04-10,10 - 10 - April,April 2025,[SG] DTP | South Dakota | TOF,0,12,2,USD,0.43,0,0,0,0,Slynd DTP Display StackAapt,TOF
Tennessee,2025-04-10,10 - 10 - April,April 2025,[SG] Tennessee | TOF,6,7560,1938,USD,39.5,0,0,6.583333333,0,Slynd DTC Display StackAapt,TOF
Iowa,2025-04-10,10 - 10 - April,April 2025,[SG] DTP | Iowa | TOF,0,64,5,USD,2.38,0,0,0,0,Slynd DTP Display StackAapt,TOF
North Carolina,2025-04-10,10 - 10 - April,April 2025,[SG] DTP Skewed | BOF | Web RT,0,288,46,USD,4.25,0,0,0,0,Slynd DTC Video StackAapt,BOF
Massachusetts,2025-04-10,10 - 10 - April,April 2025,[SG] Massachusetts | BOF | Web RT,2,1098,71,USD,7.58,0,0,3.79,0,Slynd DTC Display StackAapt,BOF
Virginia,2025-04-10,10 - 10 - April,April 2025,[SG] DTC Skewed | BOF | Web RT,1,600,64,USD,8.86,0,0,8.86,0,Slynd DTC Video StackAapt,BOF
California,2025-04-10,10 - 10 - April,April 2025,[SG] DTP |  California | TOF,2,888,41,USD,33.95,0,0,16.975,0,Slynd DTP Display StackAapt,TOF
Arizona,2025-04-10,10 - 10 - April,April 2025,[SG] DTP |  Arizona | TOF,0,201,17,USD,7.56,0,0,0,0,Slynd DTP Display StackAapt,TOF
New York,2025-04-10,10 - 10 - April,April 2025,[SG] New York | BOF | Web RT,7,14560,769,USD,31.66,0,0,4.522857143,0,Slynd DTC Display StackAapt,BOF
