Region,Data_Date,Month_Day_MonthName,Month,Campaign,Clicks,Impr,Unique Impr,Current_Code,Cost,Click_Conversions,View_Conversion,CPC,CPA,Channel,Funnel_Stage
Ohio,2025-06-11,11 - 11 - June,June 2025,[SG] DTP |  Ohio | TOF,0,419,34,USD,15.5,0,0,0,0,Slynd DTP Display StackAapt,TOF
Nebraska,2025-06-11,11 - 11 - June,June 2025,[SG] Nebraska | BOF | Web RT,1,1663,85,USD,10.63,0,0,10.63,0,Slynd DTC Display StackAapt,BOF
South Carolina,2025-06-11,11 - 11 - June,June 2025,[SG] South Carolina | TOF,3,2659,1322,USD,15.06,0,0,5.02,0,Slynd DTC Display StackAapt,TOF
Kentucky,2025-06-11,11 - 11 - June,June 2025,[SG] Kentucky | TOF,13,8205,3258,USD,57.84,1,1,4.449230769,57.84,Slynd DTC Display StackAapt,TOF
Colorado,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,1,277,184,USD,1.62,1,1,1.62,1.62,Unkown,TOF
Nebraska,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | Nebraska | TOF,0,376,18,USD,14.41,0,0,0,0,Slynd DTP Display StackAapt,TOF
Massachusetts,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,1,289,195,USD,1.7,0,0,1.7,0,Unkown,TOF
Virginia,2025-06-11,11 - 11 - June,June 2025,[SG] 31 States | TOF,1,394,233,USD,2.32,0,0,2.32,0,Unkown,TOF
Virginia,2025-06-11,11 - 11 - June,June 2025,[SG] Virginia | TOF,3,1269,696,USD,7.39,0,0,2.463333333,0,Slynd DTC Display StackAapt,TOF
Missouri,2025-06-11,11 - 11 - June,June 2025,[SG] Missouri | TOF,8,8099,3448,USD,52.13,1,1,6.51625,52.13,Slynd DTC Display StackAapt,TOF
Louisiana,2025-06-11,11 - 11 - June,June 2025,[SG] Louisiana | TOF,0,1938,899,USD,11.29,0,0,0,0,Slynd DTC Display StackAapt,TOF
Indiana,2025-06-11,11 - 11 - June,June 2025,[SG] DTP |  Indiana | TOF,0,172,20,USD,6.63,0,0,0,0,Slynd DTP Display StackAapt,TOF
Maryland,2025-06-11,11 - 11 - June,June 2025,[SG] DTP | Maryland | TOF,0,622,41,USD,24.26,0,0,0,0,Slynd DTP Display StackAapt,TOF
Oklahoma,2025-06-12,12 - 12 - June,June 2025,[SG] Oklahoma | TOF,3,1916,867,USD,10.84,0,0,3.613333333,0,Slynd DTC Display StackAapt,TOF
Ohio,2025-06-12,12 - 12 - June,June 2025,[SG] DTP |  Ohio | TOF,0,411,32,USD,15.04,0,0,0,0,Slynd DTP Display StackAapt,TOF
Kentucky,2025-06-12,12 - 12 - June,June 2025,[SG] Kentucky | BOF | Web RT,2,7346,697,USD,63.24,3,3,31.62,21.08,Slynd DTC Display StackAapt,BOF
Delaware,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | Delaware | TOF,0,40,5,USD,1.51,0,0,0,0,Slynd DTP Display StackAapt,TOF
California,2025-06-12,12 - 12 - June,June 2025,[SG] DTP |  California | TOF,1,1058,98,USD,42.17,0,0,42.17,0,Slynd DTP Display StackAapt,TOF
Virginia,2025-06-12,12 - 12 - June,June 2025,[SG] Virginia | BOF | Web RT,1,1168,96,USD,7.71,0,0,7.71,0,Slynd DTC Display StackAapt,BOF
Delaware,2025-06-12,12 - 12 - June,June 2025,[SG] Delaware | TOF,2,1657,762,USD,9.65,0,0,4.825,0,Slynd DTC Display StackAapt,TOF
Colorado,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,1,271,207,USD,1.59,0,0,1.59,0,Unkown,TOF
Florida,2025-06-12,12 - 12 - June,June 2025,[SG] Florida | TOF,0,0,0,USD,0,2,2,0,0,Slynd DTC Display StackAapt,TOF
Arizona,2025-06-12,12 - 12 - June,June 2025,[SG] Arizona | BOF | Web RT,2,1157,122,USD,10.29,0,0,5.145,0,Slynd DTC Display StackAapt,BOF
Washington,2025-06-12,12 - 12 - June,June 2025,[SG] Washington | TOF,0,3095,1848,USD,16.77,0,0,0,0,Slynd DTC Display StackAapt,TOF
Arkansas,2025-06-12,12 - 12 - June,June 2025,[SG] Arkansas | BOF | Web RT,1,1952,178,USD,16.7,3,3,16.7,5.566666667,Slynd DTC Display StackAapt,BOF
Maine,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,0,73,47,USD,0.43,0,0,0,0,Unkown,TOF
California,2025-06-12,12 - 12 - June,June 2025,[SG] California | BOF | Web RT,0,2047,188,USD,13.6,0,0,0,0,Slynd DTC Display StackAapt,BOF
Delaware,2025-06-12,12 - 12 - June,June 2025,[SG] Delaware | BOF | Web RT,0,1131,119,USD,9.82,0,0,0,0,Slynd DTC Display StackAapt,BOF
New York,2025-06-12,12 - 12 - June,June 2025,[SG] DTP |  New York | TOF,0,1964,57,USD,76.39,0,0,0,0,Slynd DTP Display StackAapt,TOF
Pennsylvania,2025-06-12,12 - 12 - June,June 2025,[SG] Pennsylvania | TOF,0,1591,1099,USD,8.78,0,0,0,0,Slynd DTC Display StackAapt,TOF
Arkansas,2025-06-12,12 - 12 - June,June 2025,[SG] Arkansas | TOF,0,2769,1379,USD,16.09,0,0,0,0,Slynd DTC Display StackAapt,TOF
Florida,2025-06-12,12 - 12 - June,June 2025,[SG] Florida | BOF | Web RT,0,0,0,USD,0,1,1,0,0,Slynd DTC Display StackAapt,BOF
Kentucky,2025-06-12,12 - 12 - June,June 2025,[SG] DTP |  Kentucky | TOF,0,522,20,USD,19.77,0,0,0,0,Slynd DTP Display StackAapt,TOF
Georgia,2025-06-12,12 - 12 - June,June 2025,[SG] Georgia | TOF,0,1223,753,USD,7.56,0,0,0,0,Slynd DTC Display StackAapt,TOF
Virginia,2025-06-12,12 - 12 - June,June 2025,[SG] Virginia | TOF,2,1281,654,USD,7.39,0,0,3.695,0,Slynd DTC Display StackAapt,TOF
Illinois,2025-06-12,12 - 12 - June,June 2025,[SG] Illinois | BOF | Web RT,8,21154,993,USD,131.44,2,2,16.43,65.72,Slynd DTC Display StackAapt,BOF
South Carolina,2025-06-12,12 - 12 - June,June 2025,[SG] DTP |  South Carolina | TOF,2,788,18,USD,29.98,0,0,14.99,0,Slynd DTP Display StackAapt,TOF
Connecticut,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | Connecticut | TOF,0,170,21,USD,6.58,0,0,0,0,Slynd DTP Display StackAapt,TOF
Maryland,2025-06-12,12 - 12 - June,June 2025,[SG] Maryland | BOF | Web RT,0,1048,74,USD,6.73,1,1,0,6.73,Slynd DTC Display StackAapt,BOF
Maine,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | Maine | TOF,0,96,1,USD,3.68,0,0,0,0,Slynd DTP Display StackAapt,TOF
Nebraska,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,0,63,56,USD,0.37,0,0,0,0,Unkown,TOF
North Carolina,2025-06-12,12 - 12 - June,June 2025,[SG] North Carolina | TOF,0,1532,958,USD,8.59,0,0,0,0,Slynd DTC Display StackAapt,TOF
Arkansas,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | Arkansas | TOF,0,255,12,USD,9.83,0,0,0,0,Slynd DTP Display StackAapt,TOF
Louisiana,2025-06-12,12 - 12 - June,June 2025,[SG] Louisiana | BOF | Web RT,1,1843,122,USD,11.89,1,1,11.89,11.89,Slynd DTC Display StackAapt,BOF
Georgia,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,1,599,386,USD,3.51,0,0,3.51,0,Unkown,TOF
Arkansas,2025-06-12,12 - 12 - June,June 2025,[SG] DTC Focused | BOF | Web RT,0,0,0,USD,0,1,1,0,0,Slynd DTC Video StackAapt,BOF
Maryland,2025-06-12,12 - 12 - June,June 2025,[SG] Maryland | TOF,5,1237,829,USD,6.65,0,0,1.33,0,Slynd DTC Display StackAapt,TOF
Nebraska,2025-06-12,12 - 12 - June,June 2025,[SG] Nebraska | BOF | Web RT,2,1449,56,USD,9.31,0,0,4.655,0,Slynd DTC Display StackAapt,BOF
Louisiana,2025-06-12,12 - 12 - June,June 2025,[SG] Louisiana | TOF,1,1950,822,USD,11.35,0,0,11.35,0,Slynd DTC Display StackAapt,TOF
Arkansas,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,1,146,105,USD,0.86,0,0,0.86,0,Unkown,TOF
Colorado,2025-06-12,12 - 12 - June,June 2025,[SG] Colorado | TOF,2,1255,750,USD,7.6,0,0,3.8,0,Slynd DTC Display StackAapt,TOF
Massachusetts,2025-06-12,12 - 12 - June,June 2025,[SG] Massachusetts | TOF,0,1111,687,USD,6.52,0,0,0,0,Slynd DTC Display StackAapt,TOF
Texas,2025-06-12,12 - 12 - June,June 2025,[SG] Texas | TOF,4,1324,866,USD,8.33,0,0,2.0825,0,Slynd DTC Display StackAapt,TOF
Massachusetts,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | Massachusetts | TOF,1,693,35,USD,26.51,0,0,26.51,0,Slynd DTP Display StackAapt,TOF
Iowa,2025-06-12,12 - 12 - June,June 2025,[SG] Iowa | BOF | Web RT,0,0,0,USD,0,1,1,0,0,Slynd DTC Display StackAapt,BOF
Louisiana,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | Louisiana | TOF,0,169,15,USD,6.43,0,0,0,0,Slynd DTP Display StackAapt,TOF
Iowa,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | Iowa | TOF,0,419,23,USD,16.32,0,0,0,0,Slynd DTP Display StackAapt,TOF
Tennessee,2025-06-12,12 - 12 - June,June 2025,[SG] Tennessee | TOF,0,1268,570,USD,7.4,0,0,0,0,Slynd DTC Display StackAapt,TOF
Georgia,2025-06-12,12 - 12 - June,June 2025,[SG] Georgia | BOF | Web RT,1,1199,92,USD,7.62,0,0,7.62,0,Slynd DTC Display StackAapt,BOF
Connecticut,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,1,190,114,USD,1.11,0,0,1.11,0,Unkown,TOF
Maryland,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,1,303,205,USD,1.78,0,0,1.78,0,Unkown,TOF
Washington,2025-06-12,12 - 12 - June,June 2025,[SG] Washington | BOF | Web RT,1,2601,116,USD,17.24,1,1,17.24,17.24,Slynd DTC Display StackAapt,BOF
Pennsylvania,2025-06-12,12 - 12 - June,June 2025,[SG] DTP |  Pennsylvania | TOF,1,1243,62,USD,47.38,0,0,47.38,0,Slynd DTP Display StackAapt,TOF
Ohio,2025-06-12,12 - 12 - June,June 2025,[SG] Ohio | TOF,5,4733,2604,USD,22.93,0,0,4.586,0,Slynd DTC Display StackAapt,TOF
North Carolina,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | North Carolina | TOF,0,220,20,USD,8.33,0,0,0,0,Slynd DTP Display StackAapt,TOF
Indiana,2025-06-12,12 - 12 - June,June 2025,[SG] DTP |  Indiana | TOF,0,168,17,USD,6.18,0,0,0,0,Slynd DTP Display StackAapt,TOF
South Carolina,2025-06-12,12 - 12 - June,June 2025,[SG] South Carolina | TOF,7,2308,1277,USD,12.35,0,0,1.764285714,0,Slynd DTC Display StackAapt,TOF
Tennessee,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,1,387,258,USD,2.26,0,0,2.26,0,Unkown,TOF
New Jersey,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,4,378,281,USD,2.22,0,0,0.555,0,Unkown,TOF
Kansas,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | Kansas | TOF,0,402,18,USD,15.46,0,0,0,0,Slynd DTP Display StackAapt,TOF
Ohio,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,4,569,440,USD,3.34,0,0,0.835,0,Unkown,TOF
Delaware,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,0,35,28,USD,0.21,0,0,0,0,Unkown,TOF
New Jersey,2025-06-12,12 - 12 - June,June 2025,[SG] DTP |  New Jersey | TOF,0,1127,23,USD,43.62,0,0,0,0,Slynd DTP Display StackAapt,TOF
Indiana,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,0,273,191,USD,1.6,0,0,0,0,Unkown,TOF
Illinois,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,10,512,370,USD,3,0,0,0.3,0,Unkown,TOF
Oklahoma,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,2,268,168,USD,1.57,0,0,0.785,0,Unkown,TOF
Colorado,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | Colorado | TOF,0,475,21,USD,18.11,0,0,0,0,Slynd DTP Display StackAapt,TOF
Missouri,2025-06-12,12 - 12 - June,June 2025,[SG] Missouri | BOF | Web RT,5,6278,476,USD,53.17,1,1,10.634,53.17,Slynd DTC Display StackAapt,BOF
Louisiana,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,2,312,231,USD,1.83,0,0,0.915,0,Unkown,TOF
New York,2025-06-12,12 - 12 - June,June 2025,[SG] New York | BOF | Web RT,12,29597,1345,USD,195.33,1,1,16.2775,195.33,Slynd DTC Display StackAapt,BOF
Nebraska,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | Nebraska | TOF,0,273,13,USD,10.48,0,0,0,0,Slynd DTP Display StackAapt,TOF
Tennessee,2025-06-12,12 - 12 - June,June 2025,[SG] DTP |  Tennessee | TOF,0,300,15,USD,11.42,0,0,0,0,Slynd DTP Display StackAapt,TOF
Iowa,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,2,100,80,USD,0.59,0,0,0.295,0,Unkown,TOF
Indiana,2025-06-12,12 - 12 - June,June 2025,[SG] Indiana | TOF,3,3546,1678,USD,20.04,0,0,6.68,0,Slynd DTC Display StackAapt,TOF
South Carolina,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,1,276,199,USD,1.62,0,0,1.62,0,Unkown,TOF
Texas,2025-06-12,12 - 12 - June,June 2025,[SG] Texas | BOF | Web RT,1,1342,143,USD,8.82,0,0,8.82,0,Slynd DTC Display StackAapt,BOF
Washington,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | Washington | TOF,0,710,24,USD,26.71,0,0,0,0,Slynd DTP Display StackAapt,TOF
Florida,2025-06-12,12 - 12 - June,June 2025,[SG] Florida | TOF,0,0,0,USD,0,1,1,0,0,Slynd DTC Video StackAapt,TOF
Texas,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,8,924,701,USD,5.41,0,0,0.67625,0,Unkown,TOF
Georgia,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | Georgia | TOF,0,195,27,USD,7.25,0,0,0,0,Slynd DTP Display StackAapt,TOF
Maryland,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | Maryland | TOF,0,522,30,USD,20.07,0,0,0,0,Slynd DTP Display StackAapt,TOF
Massachusetts,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,3,317,237,USD,1.86,0,0,0.62,0,Unkown,TOF
Pennsylvania,2025-06-12,12 - 12 - June,June 2025,[SG] Pennsylvania | BOF | Web RT,1,1377,156,USD,9.07,0,0,9.07,0,Slynd DTC Display StackAapt,BOF
Virginia,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | Virginia | TOF,0,261,20,USD,10.03,0,0,0,0,Slynd DTP Display StackAapt,TOF
Florida,2025-06-12,12 - 12 - June,June 2025,[SG] DTP |  Florida | TOF,1,425,45,USD,15.81,0,0,15.81,0,Slynd DTP Display StackAapt,TOF
North Carolina,2025-06-12,12 - 12 - June,June 2025,[SG] North Carolina | BOF | Web RT,0,1589,106,USD,10.36,1,1,0,10.36,Slynd DTC Display StackAapt,BOF
Kentucky,2025-06-12,12 - 12 - June,June 2025,[SG] Kentucky | BOF | Web RT,0,0,0,USD,0,1,1,0,0,Slynd DTC Video StackAapt,BOF
Florida,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,7,1072,755,USD,6.28,0,0,0.897142857,0,Unkown,TOF
Nebraska,2025-06-12,12 - 12 - June,June 2025,[SG] Nebraska | TOF,0,1616,750,USD,8.59,0,0,0,0,Slynd DTC Display StackAapt,TOF
Missouri,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,5,388,254,USD,2.27,0,0,0.454,0,Unkown,TOF
Tennessee,2025-06-12,12 - 12 - June,June 2025,[SG] Tennessee | BOF | Web RT,0,1550,119,USD,9.87,0,0,0,0,Slynd DTC Display StackAapt,BOF
South Dakota,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,0,24,12,USD,0.14,0,0,0,0,Unkown,TOF
Connecticut,2025-06-12,12 - 12 - June,June 2025,[SG] Connecticut | BOF | Web RT,0,1865,120,USD,11.85,0,0,0,0,Slynd DTC Display StackAapt,BOF
Arizona,2025-06-12,12 - 12 - June,June 2025,[SG] Arizona | TOF,2,1095,659,USD,7.3,0,0,3.65,0,Slynd DTC Display StackAapt,TOF
Illinois,2025-06-12,12 - 12 - June,June 2025,[SG] Illinois | TOF,74,30580,17326,USD,165,2,2,2.22972973,82.5,Slynd DTC Display StackAapt,TOF
South Carolina,2025-06-12,12 - 12 - June,June 2025,[SG] South Carolina | BOF | Web RT,1,2104,112,USD,13.52,1,1,13.52,13.52,Slynd DTC Display StackAapt,BOF
Kansas,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,2,126,97,USD,0.74,0,0,0.37,0,Unkown,TOF
Oklahoma,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | Oklahoma | TOF,0,253,16,USD,9.7,0,0,0,0,Slynd DTP Display StackAapt,TOF
Missouri,2025-06-12,12 - 12 - June,June 2025,[SG] DTP |  Missouri | TOF,0,868,28,USD,34.16,0,0,0,0,Slynd DTP Display StackAapt,TOF
Kentucky,2025-06-12,12 - 12 - June,June 2025,[SG] Kentucky | TOF,26,7825,4044,USD,51.8,0,0,1.992307692,0,Slynd DTC Display StackAapt,TOF
Massachusetts,2025-06-12,12 - 12 - June,June 2025,[SG] Massachusetts | BOF | Web RT,0,914,60,USD,5.87,0,0,0,0,Slynd DTC Display StackAapt,BOF
Oklahoma,2025-06-12,12 - 12 - June,June 2025,[SG] Oklahoma | BOF | Web RT,1,1878,91,USD,11.93,0,0,11.93,0,Slynd DTC Display StackAapt,BOF
Colorado,2025-06-12,12 - 12 - June,June 2025,[SG] Colorado | BOF | Web RT,1,1217,50,USD,7.94,0,0,7.94,0,Slynd DTC Display StackAapt,BOF
South Carolina,2025-06-12,12 - 12 - June,June 2025,[SG] DTP Skewed | BOF | Web RT,0,0,0,USD,0,1,1,0,0,Slynd DTC Video StackAapt,BOF
North Carolina,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,3,467,337,USD,2.74,0,0,0.913333333,0,Unkown,TOF
Washington,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,1,253,193,USD,1.49,0,0,1.49,0,Unkown,TOF
Illinois,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | Illinois | TOF,0,2073,48,USD,82.24,0,0,0,0,Slynd DTP Display StackAapt,TOF
Ohio,2025-06-12,12 - 12 - June,June 2025,[SG] Ohio | BOF | Web RT,3,4103,304,USD,26.25,2,2,8.75,13.125,Slynd DTC Display StackAapt,BOF
New York,2025-06-12,12 - 12 - June,June 2025,[SG] New York | TOF,35,30592,19775,USD,162.67,2,2,4.647714286,81.335,Slynd DTC Display StackAapt,TOF
Connecticut,2025-06-12,12 - 12 - June,June 2025,[SG] Connecticut | TOF,2,1826,1024,USD,9.74,0,0,4.87,0,Slynd DTC Display StackAapt,TOF
Texas,2025-06-12,12 - 12 - June,June 2025,[SG] DTP |  Texas | TOF,0,219,52,USD,8.19,0,0,0,0,Slynd DTP Display StackAapt,TOF
South Dakota,2025-06-12,12 - 12 - June,June 2025,[SG] DTP | South Dakota | TOF,0,68,5,USD,2.64,0,0,0,0,Slynd DTP Display StackAapt,TOF
California,2025-06-12,12 - 12 - June,June 2025,[SG] California | TOF,2,2117,1354,USD,13.05,0,0,6.525,0,Slynd DTC Display StackAapt,TOF
Ohio,2025-06-12,12 - 12 - June,June 2025,[SG] Ohio | BOF | Web RT,0,0,0,USD,0,1,1,0,0,Slynd DTC Video StackAapt,BOF
Arizona,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,1,272,219,USD,1.6,0,0,1.6,0,Unkown,TOF
Florida,2025-06-12,12 - 12 - June,June 2025,[SG] Florida | BOF | Web RT,0,0,0,USD,0,3,3,0,0,Slynd DTC Video StackAapt,BOF
Kentucky,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,3,229,153,USD,1.34,0,0,0.446666667,0,Unkown,TOF
Virginia,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,1,332,229,USD,1.94,0,0,1.94,0,Unkown,TOF
Kentucky,2025-06-12,12 - 12 - June,June 2025,[SG] Kentucky | TOF,0,0,0,USD,0,2,2,0,0,Slynd DTC Video StackAapt,TOF
Missouri,2025-06-12,12 - 12 - June,June 2025,[SG] Missouri | TOF,4,7459,3292,USD,47.34,0,0,11.835,0,Slynd DTC Display StackAapt,TOF
Indiana,2025-06-12,12 - 12 - June,June 2025,[SG] Indiana | BOF | Web RT,1,3621,183,USD,23.14,0,0,23.14,0,Slynd DTC Display StackAapt,BOF
California,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,7,1775,1328,USD,10.36,0,0,1.48,0,Unkown,TOF
New York,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,3,819,580,USD,4.8,0,0,1.6,0,Unkown,TOF
Arizona,2025-06-12,12 - 12 - June,June 2025,[SG] DTP |  Arizona | TOF,0,298,18,USD,10.99,0,0,0,0,Slynd DTP Display StackAapt,TOF
Pennsylvania,2025-06-12,12 - 12 - June,June 2025,[SG] 31 States | TOF,2,533,373,USD,3.12,0,0,1.56,0,Unkown,TOF
Virginia,2025-06-13,13 - 13 - June,June 2025,[SG] Virginia | TOF,0,1039,548,USD,6.23,0,0,0,0,Slynd DTC Display StackAapt,TOF
Missouri,2025-06-13,13 - 13 - June,June 2025,[SG] 31 States | TOF,2,382,225,USD,2.25,0,0,1.125,0,Unkown,TOF
Arizona,2025-06-13,13 - 13 - June,June 2025,[SG] Arizona | BOF | Web RT,1,986,139,USD,8.14,1,1,8.14,8.14,Slynd DTC Display StackAapt,BOF
South Carolina,2025-06-13,13 - 13 - June,June 2025,[SG] South Carolina | BOF | Web RT,1,1867,86,USD,11.95,0,0,11.95,0,Slynd DTC Display StackAapt,BOF
New Jersey,2025-06-13,13 - 13 - June,June 2025,[SG] 31 States | TOF,2,337,245,USD,1.97,0,0,0.985,0,Unkown,TOF
Pennsylvania,2025-06-13,13 - 13 - June,June 2025,[SG] Pennsylvania | BOF | Web RT,0,1410,135,USD,9.47,1,1,0,9.47,Slynd DTC Display StackAapt,BOF
Florida,2025-06-13,13 - 13 - June,June 2025,[SG] DTP |  Florida | TOF,0,493,52,USD,19.37,0,0,0,0,Slynd DTP Display StackAapt,TOF
Indiana,2025-06-13,13 - 13 - June,June 2025,[SG] Indiana | BOF | Web RT,6,3202,186,USD,20.63,1,1,3.438333333,20.63,Slynd DTC Display StackAapt,BOF
Indiana,2025-06-13,13 - 13 - June,June 2025,[SG] Indiana | TOF,6,3395,2194,USD,18.39,0,0,3.065,0,Slynd DTC Display StackAapt,TOF
Texas,2025-06-13,13 - 13 - June,June 2025,[SG] Texas | TOF,1,1296,776,USD,7.95,0,0,7.95,0,Slynd DTC Display StackAapt,TOF
Ohio,2025-06-13,13 - 13 - June,June 2025,[SG] Ohio | TOF,5,4541,2449,USD,22.18,0,0,4.436,0,Slynd DTC Display StackAapt,TOF
Maine,2025-06-13,13 - 13 - June,June 2025,[SG] DTP | Maine | TOF,0,82,3,USD,3.12,0,0,0,0,Slynd DTP Display StackAapt,TOF
Georgia,2025-06-13,13 - 13 - June,June 2025,[SG] DTP Skewed | BOF | Web RT,0,0,0,USD,0,1,1,0,0,Slynd DTC Video StackAapt,BOF
Texas,2025-06-13,13 - 13 - June,June 2025,[SG] DTC Focused | TOF,0,0,0,USD,0,1,1,0,0,Slynd DTC Video StackAapt,TOF
Iowa,2025-06-13,13 - 13 - June,June 2025,[SG] 31 States | TOF,0,86,67,USD,0.51,0,0,0,0,Unkown,TOF
Virginia,2025-06-13,13 - 13 - June,June 2025,[SG] DTP | Virginia | TOF,0,263,19,USD,9.73,0,0,0,0,Slynd DTP Display StackAapt,TOF
Arkansas,2025-06-13,13 - 13 - June,June 2025,[SG] DTP | Arkansas | TOF,0,129,10,USD,4.79,0,0,0,0,Slynd DTP Display StackAapt,TOF
Arkansas,2025-06-13,13 - 13 - June,June 2025,[SG] Arkansas | BOF | Web RT,0,1942,194,USD,16.58,0,0,0,0,Slynd DTC Display StackAapt,BOF
Tennessee,2025-06-13,13 - 13 - June,June 2025,[SG] 31 States | TOF,6,448,287,USD,2.63,0,0,0.438333333,0,Unkown,TOF
California,2025-06-13,13 - 13 - June,June 2025,[SG] California | BOF | Web RT,1,1742,146,USD,11.6,0,0,11.6,0,Slynd DTC Display StackAapt,BOF
Kentucky,2025-06-13,13 - 13 - June,June 2025,[SG] DTP |  Kentucky | TOF,0,545,24,USD,20.29,0,0,0,0,Slynd DTP Display StackAapt,TOF
North Carolina,2025-06-13,13 - 13 - June,June 2025,[SG] North Carolina | TOF,0,1577,1108,USD,8.7,0,0,0,0,Slynd DTC Display StackAapt,TOF
Louisiana,2025-06-13,13 - 13 - June,June 2025,[SG] DTP | Louisiana | TOF,0,168,11,USD,6.16,0,0,0,0,Slynd DTP Display StackAapt,TOF
Illinois,2025-06-13,13 - 13 - June,June 2025,[SG] Illinois | TOF,14,28420,16429,USD,156.14,1,1,11.15285714,156.14,Slynd DTC Display StackAapt,TOF
Connecticut,2025-06-13,13 - 13 - June,June 2025,[SG] 31 States | TOF,2,134,99,USD,0.79,0,0,0.395,0,Unkown,TOF
Nebraska,2025-06-13,13 - 13 - June,June 2025,[SG] Nebraska | BOF | Web RT,1,1065,52,USD,6.67,0,0,6.67,0,Slynd DTC Display StackAapt,BOF
South Carolina,2025-06-13,13 - 13 - June,June 2025,[SG] 31 States | TOF,2,281,163,USD,1.65,0,0,0.825,0,Unkown,TOF
Arkansas,2025-06-13,13 - 13 - June,June 2025,[SG] 31 States | TOF,1,149,98,USD,0.88,0,0,0.88,0,Unkown,TOF
Louisiana,2025-06-13,13 - 13 - June,June 2025,[SG] Louisiana | TOF,2,1847,1206,USD,9.48,0,0,4.74,0,Slynd DTC Display StackAapt,TOF
Illinois,2025-06-13,13 - 13 - June,June 2025,[SG] DTP | Illinois | TOF,2,1967,41,USD,77.94,0,0,38.97,0,Slynd DTP Display StackAapt,TOF
Texas,2025-06-13,13 - 13 - June,June 2025,[SG] DTC Focused | BOF | Web RT,0,0,0,USD,0,1,1,0,0,Slynd DTC Video StackAapt,BOF
Delaware,2025-06-13,13 - 13 - June,June 2025,[SG] Delaware | BOF | Web RT,1,942,94,USD,8.25,0,0,8.25,0,Slynd DTC Display StackAapt,BOF
Georgia,2025-06-13,13 - 13 - June,June 2025,[SG] Georgia | TOF,0,1029,621,USD,6.09,0,0,0,0,Slynd DTC Display StackAapt,TOF
Washington,2025-06-13,13 - 13 - June,June 2025,[SG] DTP | Washington | TOF,0,724,28,USD,27.27,0,0,0,0,Slynd DTP Display StackAapt,TOF
Ohio,2025-06-13,13 - 13 - June,June 2025,[SG] Ohio | BOF | Web RT,1,4050,312,USD,25.83,0,0,25.83,0,Slynd DTC Display StackAapt,BOF
